respond,1,cbpres,1,clclegal,1,structure,1,partnership,6,partner,1,project,2,liability,1,construction,12,property,1,name,6,land,13,loans,16,improvements,6,investors,1,principals,1,investor,3,amount,3,cash,4,share,1,profits,1,resale,1,recourse,2,developments,1,mortgage,2,use,2,investment,3,deposit,1,engineering,1,design,4,tests,1,surveys,1,filing,1,fees,6,organization,1,condominium,1,association,1,formation,1,appraisals,1,estate,1,programs,1,none,1,funds,5,expenses,4,month,2,approval,1,period,1,costs,10,flow,1,part,1,cost,10,extension,1,seller,1,months,2,extensions,1,closing,2,loan,18,value,8,purchase,2,price,1,interest,3,payments,2,rate,1,site,2,plan,2,development,2,entity,1,fiscals,3,bond,1,completion,2,release,2,year,1,releases,1,days,1,start,1,lot,14,improvement,6,letter,1,credit,1,equity,6,towards,1,requirement,2,bank,1,reimbursement,2,estimates,1,investments,1,proforma,1,side,1,engineer,1,layout,1,evaluation,1,phasing,2,works,1,phase,1,units,4,time,1,front,1,entry,1,road,1,water,1,treatment,1,perimeter,1,fencing,1,landscaping,1,lots,1,raw,1,analysis,1,assessment,1,phases,1,utility,1,standpoint,1,types,1,spec,2,activity,1,unit,2,builderdevelopers,1,buyer,1,builderdeveloper,1,buyers,2,process,1,lender,1,disbursements,1,term,1,party,1,reserves,1,priority,1,partners,1,agreement,1,contract,1,fee,4,management,1,financing,1,sales,1,monies,1,calculation,1,profit,1,payment,1,subcontractor,1,example,1,trim,1,carpenter,1,sub,1,carpenters,1,etc,1,function,1,parties,1,cases,1,equipment,3,lieu,1,others,1,track,1,framing,1,cornice,1,roofing,1,drywall,1,spreading,1,reporting,2,reports,1,mind,1,form,1,internet,1,bookkeeping,2,question,3,procedures,2,input,1,materials,1,experience,1,consensus,1,effort,1,subs,3,vendors,2,professionals,1,labor,2,market,1,bids,1,trade,1,rapport,1,everything,1,point,1,winmaildat,1,"Tue, 26 Sep 2000 09:28:00 -0700 (PDT)"
respond,1,cbpres,1,clclegal,1,structure,1,partnership,6,partner,1,project,2,liability,1,construction,12,property,1,name,6,land,13,loans,16,improvements,6,investors,1,principals,1,investor,3,amount,3,cash,4,share,1,profits,1,resale,1,recourse,2,developments,1,mortgage,2,use,2,investment,3,deposit,1,engineering,1,design,4,tests,1,surveys,1,filing,1,fees,6,organization,1,condominium,1,association,1,formation,1,appraisals,1,estate,1,programs,1,none,1,funds,5,expenses,4,month,2,approval,1,period,1,costs,10,flow,1,part,1,cost,10,extension,1,seller,1,months,2,extensions,1,closing,2,loan,18,value,8,purchase,2,price,1,interest,3,payments,2,rate,1,site,2,plan,2,development,2,entity,1,fiscals,3,bond,1,completion,2,release,2,year,1,releases,1,days,1,start,1,lot,14,improvement,6,letter,1,credit,1,equity,6,towards,1,requirement,2,bank,1,reimbursement,2,estimates,1,investments,1,proforma,1,side,1,engineer,1,layout,1,evaluation,1,phasing,2,works,1,phase,1,units,4,time,1,front,1,entry,1,road,1,water,1,treatment,1,perimeter,1,fencing,1,landscaping,1,lots,1,raw,1,analysis,1,assessment,1,phases,1,utility,1,standpoint,1,types,1,spec,2,activity,1,unit,2,builderdevelopers,1,buyer,1,builderdeveloper,1,buyers,2,process,1,lender,1,disbursements,1,term,1,party,1,reserves,1,priority,1,partners,1,agreement,1,contract,1,fee,4,management,1,financing,1,sales,1,monies,1,calculation,1,profit,1,payment,1,subcontractor,1,example,1,trim,1,carpenter,1,sub,1,carpenters,1,etc,1,function,1,parties,1,cases,1,equipment,3,lieu,1,others,1,track,1,framing,1,cornice,1,roofing,1,drywall,1,spreading,1,reporting,2,reports,1,mind,1,form,1,internet,1,bookkeeping,2,question,3,procedures,2,input,1,materials,1,experience,1,consensus,1,effort,1,subs,3,vendors,2,professionals,1,labor,2,market,1,bids,1,trade,1,rapport,1,everything,1,point,1,winmaildat,1,"Tue, 26 Sep 2000 09:26:00 -0700 (PDT)"
meeting,12,date,6,weekend,6,confirmation,4,changes,1,scheduling,1,problem,1,couple,1,people,1,time,1,slot,1,"Tue, 26 Sep 2000 07:01:00 -0700 (PDT)"
unit,1,mix,1,bedrooms,1,number,1,buildings,1,construction,2,drawings,2,time,1,financing,1,bid,2,firm,1,presence,1,contacts,1,phillip,1,"Thu, 3 May 2001 15:57:00 -0700 (PDT)"
expiration,1,time,1,frame,1,reschedule,1,"Tue, 26 Sep 2000 05:11:00 -0700 (PDT)"
invitation,1,meeting,2,date,1,weekend,1,"Tue, 26 Sep 2000 05:08:00 -0700 (PDT)"
calendars,1,meeting,1,"Tue, 26 Sep 2000 05:07:00 -0700 (PDT)"
closing,6,today,1,agreement,2,anything,2,attorney,1,title,1,company,1,estate,2,course,1,place,1,point,1,document,2,validity,1,documents,1,something,4,exhibit,1,sort,1,contract,1,atty,1,phone,1,night,1,pocket,1,crim,1,friend,1,area,1,mine,1,transaction,2,look,1,signature,2,need,1,work,1,anyone,1,paper,1,event,1,time,1,"Tue, 26 Sep 2000 04:57:00 -0700 (PDT)"
discussions,1,"Mon, 25 Sep 2000 07:04:00 -0700 (PDT)"
meeting,3,date,1,weekend,1,hour,1,room,1,"Mon, 25 Sep 2000 07:01:00 -0700 (PDT)"
invitation,1,meeting,2,date,1,weekend,1,"Mon, 25 Sep 2000 07:01:00 -0700 (PDT)"
phone,1,"Mon, 25 Sep 2000 05:47:00 -0700 (PDT)"
password,1,gas,2,information,1,user,1,today,1,office,1,thank,1,"Fri, 22 Sep 2000 00:06:00 -0700 (PDT)"
rockies,1,position,1,transport,1,books,1,deal,1,phillip,1,"Wed, 20 Sep 2000 08:06:00 -0700 (PDT)"
conference,1,call,1,type,1,meeting,1,issues,1,week,1,gas,1,desk,1,"Wed, 2 May 2001 12:36:00 -0700 (PDT)"
list,1,questions,2,ownership,2,structure,1,partnership,1,partner,1,entities,1,capacity,1,liabilities,1,land,5,improvements,1,loans,3,collateral,2,investment,3,cash,3,future,1,cost,1,spread,1,flow,2,statement,2,closing,1,schedule,1,return,1,plan,2,unit,1,profits,3,entity,1,borrower,1,loan,3,recourse,1,construction,2,terms,1,uses,1,type,1,bank,1,account,1,max,1,disbursement,1,investors,2,reports,1,expenses,3,relationship,1,project,2,markup,1,subcontractors,2,contractor,1,gain,1,money,1,form,1,salary,1,payout,1,input,1,design,1,materials,1,units,1,level,1,investor,2,involvement,1,planning,1,procedures,1,vendors,1,professionals,1,bids,1,payment,1,schedules,1,reference,1,checking,1,companies,1,individuals,1,names,1,time,1,process,1,phillip,1,"Wed, 20 Sep 2000 06:34:00 -0700 (PDT)"
respond,1,cbpres,1,proforma,3,property,5,project,11,return,1,year,1,years,1,market,3,product,1,price,2,range,1,terms,1,risk,1,reward,1,date,1,zoning,1,site,4,plan,2,area,2,development,2,months,1,water,1,treatment,1,ordinances,1,lot,3,improvement,2,costs,1,detentionretention,2,filtration,2,pond,2,street,2,widening,2,requirement,1,data,1,gas,1,line,1,easement,1,portion,1,sales,1,projects,2,relationships,1,pipeline,1,family,1,residential,1,quality,1,neighborhoods,1,fence,1,communities,1,idea,1,screening,1,buyer,1,preferences,1,seller,1,offer,1,evening,2,escrow,1,closing,1,contract,1,land,2,loan,2,analysis,1,investment,1,interest,1,profits,1,lots,2,construction,1,entity,1,profit,1,use,1,proceeds,1,deal,2,equity,1,exchange,1,expert,2,field,1,anyone,1,package,2,broker,1,today,1,delivery,1,tour,1,schedule,1,visit,1,time,1,weekend,1,cell,1,phone,1,fax,1,winner,1,events,1,weeks,1,wind,1,storm,1,downdrafts,1,part,1,town,1,homes,1,units,1,roof,2,day,1,downdraft,1,week,4,thing,1,tract,1,wife,2,emergency,1,bulge,1,material,1,vertebra,1,spine,1,pain,1,bedridden,1,nothing,1,number,1,things,1,run,1,"Tue, 19 Sep 2000 09:35:00 -0700 (PDT)"
units,3,variety,1,prices,1,foot,1,model,1,data,1,bid,2,construction,1,time,1,competition,1,way,1,price,1,deals,1,date,1,email,1,phone,1,call,1,property,1,"Tue, 19 Sep 2000 07:26:00 -0700 (PDT)"
phillip,1,"Tue, 19 Sep 2000 03:15:00 -0700 (PDT)"
site,1,plan,1,approval,1,property,2,concerns,1,way,1,closing,1,statements,1,phillip,1,"Mon, 18 Sep 2000 02:34:00 -0700 (PDT)"
rent,1,roll,1,copy,1,file,1,computer,1,amounts,1,"Wed, 13 Sep 2000 06:02:00 -0700 (PDT)"
records,1,check,2,amount,1,mail,1,one,1,payment,1,concerns,1,site,1,plan,1,details,1,approval,1,amortization,1,schedule,1,"Tue, 12 Sep 2000 06:42:00 -0700 (PDT)"
checks,2,month,1,money,1,materials,1,services,1,labor,1,unit,4,description,2,units,1,overtime,1,support,1,items,1,"Tue, 12 Sep 2000 06:06:00 -0700 (PDT)"
list,1,people,1,columns,1,yellow,1,accounts,1,thanks,1,"Tue, 12 Sep 2000 04:23:00 -0700 (PDT)"
"Tue, 12 Sep 2000 00:27:00 -0700 (PDT)"
type,1,computer,1,permission,2,access,3,anyone,4,yes,2,address,2,book,2,calendar,2,maintains,1,mass,1,mailings,1,office,1,future,1,vacation,1,"Wed, 2 May 2001 10:27:00 -0700 (PDT)"
respond,1,cbpres,1,proforma,3,property,5,project,11,return,1,year,1,years,1,market,3,product,1,price,2,range,1,terms,1,risk,1,reward,1,date,1,zoning,1,site,4,plan,2,area,2,development,2,months,1,water,1,treatment,1,ordinances,1,lot,3,improvement,2,costs,1,detentionretention,2,filtration,2,pond,2,street,2,widening,2,requirement,1,data,1,gas,1,line,1,easement,1,portion,1,sales,1,projects,2,relationships,1,pipeline,1,family,1,residential,1,quality,1,neighborhoods,1,fence,1,communities,1,idea,1,screening,1,buyer,1,preferences,1,seller,1,offer,1,evening,2,escrow,1,closing,1,contract,1,land,2,loan,2,analysis,1,investment,1,interest,1,profits,1,lots,2,construction,1,entity,1,profit,1,use,1,proceeds,1,deal,2,equity,1,exchange,1,expert,2,field,1,anyone,1,package,2,broker,1,today,1,delivery,1,tour,1,schedule,1,visit,1,time,1,weekend,1,cell,1,phone,1,fax,1,winner,1,events,1,weeks,1,wind,1,storm,1,downdrafts,1,part,1,town,1,homes,1,units,1,roof,2,day,1,downdraft,1,week,4,thing,1,tract,1,wife,2,emergency,1,bulge,1,material,1,vertebra,1,spine,1,pain,1,bedridden,1,nothing,1,number,1,things,1,run,1,"Mon, 11 Sep 2000 09:57:00 -0700 (PDT)"
rent,1,roll,1,weekend,1,stage,1,coach,1,evening,1,week,1,inside,1,hands,1,price,1,look,1,site,1,plans,1,deal,1,phillip,1,"Mon, 11 Sep 2000 09:30:00 -0700 (PDT)"
reason,1,benchmark,1,report,1,transport,1,positions,1,shorts,1,longs,1,adjustment,1,"Mon, 11 Sep 2000 08:07:00 -0700 (PDT)"
basis,1,list,1,correlation,1,"Mon, 11 Sep 2000 07:16:00 -0700 (PDT)"
commission,1,deal,1,sagewood,2,request,1,payment,1,type,1,project,2,business,1,properties,1,contacts,1,position,1,issue,1,scratch,1,phillip,1,"Mon, 11 Sep 2000 02:19:00 -0700 (PDT)"
respond,1,cbpres,1,lot,2,developer,1,duplex,1,project,1,units,4,basis,1,lots,2,anyone,1,differences,1,construction,1,size,1,duplexes,1,sq,1,ft,1,plan,2,footage,1,psf,1,sales,1,price,2,unit,1,view,1,rate,1,rentability,2,rental,1,cost,1,data,1,evaluation,1,bath,1,market,1,fact,1,bedroom,1,today,1,"Fri, 8 Sep 2000 05:30:00 -0700 (PDT)"
respond,1,cbpres,1,proforma,3,property,5,project,11,return,1,year,1,years,1,market,3,product,1,price,2,range,1,terms,1,risk,1,reward,1,date,1,zoning,1,site,4,plan,2,area,2,development,2,months,1,water,1,treatment,1,ordinances,1,lot,3,improvement,2,costs,1,detentionretention,2,filtration,2,pond,2,street,2,widening,2,requirement,1,data,1,gas,1,line,1,easement,1,portion,1,sales,1,projects,2,relationships,1,pipeline,1,family,1,residential,1,quality,1,neighborhoods,1,fence,1,communities,1,idea,1,screening,1,buyer,1,preferences,1,seller,1,offer,1,evening,2,escrow,1,closing,1,contract,1,land,2,loan,2,analysis,1,investment,1,interest,1,profits,1,lots,2,construction,1,entity,1,profit,1,use,1,proceeds,1,deal,2,equity,1,exchange,1,expert,2,field,1,anyone,1,package,2,broker,1,today,1,delivery,1,tour,1,schedule,1,visit,1,time,1,weekend,1,cell,1,phone,1,fax,1,winner,1,events,1,weeks,1,wind,1,storm,1,downdrafts,1,part,1,town,1,homes,1,units,1,roof,2,day,1,downdraft,1,week,4,thing,1,tract,1,wife,2,emergency,1,bulge,1,material,1,vertebra,1,spine,1,pain,1,bedridden,1,nothing,1,number,1,things,1,run,1,"Fri, 8 Sep 2000 05:29:00 -0700 (PDT)"
information,1,profile,1,utilityxls,1,"Wed, 6 Sep 2000 08:54:00 -0700 (PDT)"
part,2,participant,6,input,3,management,2,styles,2,practices,2,manager,1,report,1,peerscolleagues,1,feedback,4,program,3,assessment,6,others,1,action,1,plan,1,attendance,1,click,1,link,1,problems,1,services,1,questions,1,process,1,participation,1,"Wed, 6 Sep 2000 07:02:00 -0700 (PDT)"
note,1,base,1,sagewood,1,townhomes,1,development,1,opportunities,1,duplexes,1,sale,1,street,1,units,4,construction,1,floor,1,plan,1,bid,1,investor,1,project,1,thoughts,1,phillip,1,"Wed, 6 Sep 2000 07:00:00 -0700 (PDT)"
erternaenron,1,penron,2,ithcorpenron,1,sonhrcorpenron,1,pehouect,1,ron,3,hamnaenron,1,gdenhoustoneott,1,ect,1,rpenron,1,enronxgate,2,ications,1,mailbox,6,notes,2,c,1,lient,1,computer,1,migration,1,il,1,morning,1,period,1,web,1,browser,1,mail,1,entries,1,cl,1,ient,1,desktop,1,access,2,client,2,network,1,plans,1,le,1,home,1,johndoe,1,name,2,sign,1,box,1,type,1,er,1,id,1,user,1,password,1,clients,1,thin,1,gs,1,list,1,offline,1,printing,1,reminders,1,expiration,1,outlook,1,voting,1,contacts,1,others,1,task,1,distribution,1,lists,1,questions,1,concerns,1,"Tue, 1 May 2001 17:14:00 -0700 (PDT)"
"Wed, 6 Sep 2000 06:04:00 -0700 (PDT)"
jayreitmeyer,1,crandallpdxect,1,resources,1,effects,1,economy,2,growth,4,year,3,utility,5,infrastructure,2,loads,2,distribution,2,level,1,generation,1,power,7,quality,1,reasons,1,load,1,farms,3,technology,2,companies,6,server,3,farm,1,months,3,issues,1,markets,1,awakening,1,years,1,company,3,data,13,center,8,mission,1,traffic,2,computer,1,servers,2,region,2,number,1,dotcoms,1,fastforward,1,summer,1,construction,2,mile,1,facility,3,confluence,1,backbones,1,plant,1,town,1,house,2,firms,1,centers,6,dozen,2,names,1,facilities,6,equipment,1,business,4,effect,1,everything,1,bill,2,ease,1,access,2,sites,1,colocation,4,pace,1,concern,1,highsecurity,1,customers,3,megawatts,3,area,2,manager,1,revenue,2,requirements,1,equivalent,1,oil,1,refineries,1,phenomenon,1,rise,1,veterans,1,heads,1,week,2,utilities,4,tariff,2,base,1,stations,2,projects,2,issue,2,meeting,1,homes,1,businesses,1,schools,1,hand,2,appetite,1,hours,1,day,2,days,1,stream,1,energy,1,capital,1,expenditures,2,rates,1,director,1,communications,1,affairs,1,lights,1,football,1,game,1,front,1,feet,2,complex,2,developer,1,percent,1,park,2,country,3,officer,1,space,8,office,1,expert,1,arena,1,management,2,development,1,firm,1,builders,1,people,1,tasks,1,music,1,need,2,clip,1,hubs,1,concerns,1,places,1,providers,1,amount,1,end,1,operations,1,size,1,demand,1,account,1,executive,1,market,1,industry,2,way,2,"Wed, 6 Sep 2000 04:46:00 -0700 (PDT)"
resumes,1,performance,1,reviews,1,support,1,people,1,managers,1,"Wed, 6 Sep 2000 03:46:00 -0700 (PDT)"
resumes,1,"Tue, 5 Sep 2000 23:22:00 -0700 (PDT)"
respond,1,christismith,1,information,7,team,2,email,5,phone,2,number,2,office,1,asap,1,administration,1,raters,2,time,1,feedback,2,assistance,2,message,2,program,1,attention,1,form,2,database,1,spreadsheet,2,ability,1,person,2,address,2,internet,1,link,1,reminder,1,event,1,services,1,"Tue, 5 Sep 2000 06:51:00 -0700 (PDT)"
spreadsheet,1,trades,1,buys,1,phillip,1,"Tue, 5 Sep 2000 06:30:00 -0700 (PDT)"
ray,1,"Fri, 1 Sep 2000 06:08:00 -0700 (PDT)"
california,1,production,1,numbers,1,utilities,1,"Thu, 31 Aug 2000 07:36:00 -0700 (PDT)"
access,1,power,1,site,1,analyst,1,group,1,phillip,1,"Thu, 31 Aug 2000 06:54:00 -0700 (PDT)"
respond,1,christismith,1,debe,1,attention,1,information,4,team,1,raters,1,form,2,database,1,spreadsheet,2,ability,1,person,2,email,4,address,2,internet,1,link,1,feedback,1,reminder,1,phone,1,number,1,event,1,assistance,1,services,1,message,1,"Thu, 31 Aug 2000 06:14:00 -0700 (PDT)"
erternaenron,1,penron,2,ithcorpenron,1,sonhrcorpenron,1,pehouect,1,ron,3,hamnaenron,1,gdenhoustoneott,1,ect,1,rpenron,1,enronxgate,2,ications,1,migration,3,notes,1,user,1,information,1,date,1,minutes,1,followin,1,survey,2,button,1,nd,1,ailbox,1,type,1,computer,1,permission,2,access,3,anyone,4,yes,5,address,2,book,2,calendar,2,maintains,1,ass,1,mailings,1,efforts,1,datetime,1,office,1,future,1,vacation,1,"Tue, 1 May 2001 17:14:00 -0700 (PDT)"
"Thu, 31 Aug 2000 05:02:00 -0700 (PDT)"
spreadsheet,1,trades,1,buys,1,phillip,1,"Thu, 31 Aug 2000 03:17:00 -0700 (PDT)"
message,1,luck,1,bike,1,ride,1,apartment,1,studio,1,kids,1,school,1,work,1,"Wed, 30 Aug 2000 08:14:00 -0700 (PDT)"
requests,1,"Wed, 30 Aug 2000 06:20:00 -0700 (PDT)"
spreadsheet,1,trades,1,buys,1,phillip,1,"Tue, 29 Aug 2000 09:20:00 -0700 (PDT)"
online,1,today,2,list,1,deals,1,yesterday,1,phillip,1,"Tue, 29 Aug 2000 05:38:00 -0700 (PDT)"
address,1,phillip,1,"Mon, 28 Aug 2000 09:30:00 -0700 (PDT)"
frankermis,1,jayreitmeyer,1,"Mon, 28 Aug 2000 06:40:00 -0700 (PDT)"
following,1,guest,1,password,2,view,1,access,1,note,1,user,1,instructions,1,page,3,basis,1,cash,1,prices,1,products,1,title,1,problems,1,installer,1,home,1,scroll,1,bar,1,bottom,1,download,1,directions,1,browser,1,site,1,"Mon, 28 Aug 2000 06:12:00 -0700 (PDT)"
spreadsheet,1,end,1,day,1,midmarkets,1,basis,3,spreads,3,days,1,bidweek,3,trading,1,gas,1,prints,1,market,2,spread,2,index,3,premium,2,wider,1,postings,1,value,1,swaps,1,locations,1,questions,1,phillip,1,"Mon, 28 Aug 2000 06:07:00 -0700 (PDT)"
numbers,1,"Mon, 30 Apr 2001 19:04:00 -0700 (PDT)"
details,1,plan,1,headcount,1,afternoon,1,week,1,"Fri, 25 Aug 2000 06:32:00 -0700 (PDT)"
distribution,1,note,1,idea,1,phillip,1,"Fri, 25 Aug 2000 04:03:00 -0700 (PDT)"
regard,1,manager,3,support,1,associate,1,duties,1,beginning,1,year,2,doubt,1,others,1,category,1,end,1,desk,1,situation,1,issues,1,"Fri, 25 Aug 2000 03:30:00 -0700 (PDT)"
reuters,1,phillip,1,"Fri, 25 Aug 2000 01:58:00 -0700 (PDT)"
rent,2,roll,1,spreadsheet,1,formula,3,column,4,value,1,rows,1,amount,2,sign,1,width,1,line,1,letter,1,left,1,mouse,1,wider,1,part,1,database,1,sheet,1,right,1,"Fri, 25 Aug 2000 01:47:00 -0700 (PDT)"
email,1,attachment,1,today,1,phillip,1,"Thu, 24 Aug 2000 02:48:00 -0700 (PDT)"
approval,1,"Wed, 23 Aug 2000 08:23:00 -0700 (PDT)"
email,1,progress,1,spreadsheets,1,file,1,files,1,phillip,1,"Wed, 23 Aug 2000 07:09:00 -0700 (PDT)"
excel,1,file,2,rents,1,names,1,week,1,"Wed, 23 Aug 2000 04:25:00 -0700 (PDT)"
utility,1,spreadsheet,2,analysis,1,usage,1,meter,1,months,1,year,1,data,1,rates,1,chance,1,practice,1,excel,1,"Tue, 22 Aug 2000 08:22:00 -0700 (PDT)"
request,1,gas,2,side,1,update,1,table,1,months,1,thanks,1,power,2,point,1,decisions,1,beginning,1,year,1,chart,1,briefing,1,book,1,week,1,price,1,curve,1,documents,1,afternoon,1,"Mon, 30 Apr 2001 14:22:00 -0700 (PDT)"
sales,1,days,1,gas,2,prices,2,mct,1,shares,1,share,1,back,1,envelope,1,valuation,1,price,2,tune,1,look,1,numbers,1,devil,1,advocate,1,stock,1,report,1,"Mon, 21 Aug 2000 09:40:00 -0700 (PDT)"
apartments,1,today,1,people,2,ants,1,apartmentyou,1,fax,1,bulletin,1,board,1,tenants,1,notice,1,apt,1,problem,1,tenant,1,fowl,1,violation,1,tomorrow,1,"Sun, 20 Aug 2000 10:39:00 -0700 (PDT)"
ac,1,today,1,cost,1,pd,1,ck,1,frig,2,stove,1,steelman,1,"Sun, 20 Aug 2000 10:39:00 -0700 (PDT)"
days,1,fine,1,alot,1,time,1,scheduleif,1,chance,1,van,1,gary,1,tomorrow,1,"Sun, 20 Aug 2000 10:38:00 -0700 (PDT)"
options,1,kind,1,proceeds,1,apartment,1,complex,1,play,1,oil,1,gas,1,prices,1,thanks,1,"Thu, 17 Aug 2000 08:53:00 -0700 (PDT)"
address,1,access,1,domain,1,"Wed, 16 Aug 2000 05:35:00 -0700 (PDT)"
ect,1,reminder,1,meeting,1,questions,1,conflicts,1,thanks,1,"Wed, 16 Aug 2000 03:59:00 -0700 (PDT)"
address,1,"Wed, 16 Aug 2000 03:57:00 -0700 (PDT)"
security,1,passwords,1,domain,1,phillip,1,"Tue, 15 Aug 2000 05:37:00 -0700 (PDT)"
